Run_ID,T_0,A_0,tau,T_at_tau,A_at_tau
1,697.1594442400952,15.193231096134781,0.2,697.1594442400952,15.193231096134781
1,697.1594442400952,15.193231096134781,0.21,686.3513349868758,0.004418409857423768
1,697.1594442400952,15.193231096134781,0.22,675.7980017631618,0.004281163249672243
1,697.1594442400952,15.193231096134781,0.23,665.8652912248064,0.004156702374830679
1,697.1594442400952,15.193231096134781,0.24,656.4920203877391,0.004041162855104549
1,697.1594442400952,15.193231096134781,0.25,647.6252745927594,0.0039321997184570655
1,697.1594442400952,15.193231096134781,0.26,639.2190113028951,0.0038296875371845113
1,697.1594442400952,15.193231096134781,0.27,631.2329432409887,0.0037357373842388255
1,697.1594442400952,15.193231096134781,0.28,623.6316371596887,0.003647710715960634
1,697.1594442400952,15.193231096134781,0.29,616.3837799251017,0.0035608403266709377
1,697.1594442400952,15.193231096134781,0.3,609.4615760960131,0.003483070517094851
1,697.1594442400952,15.193231096134781,0.31,602.8402518497248,0.0034080662785829804
1,697.1594442400952,15.193231096134781,0.32,596.4976407770456,0.0033346438766280488
1,697.1594442400952,15.193231096134781,0.33,590.4138380067811,0.0032665862335608887
1,697.1594442400952,15.193231096134781,0.34,584.5709094675312,0.0032023865716575184
1,697.1594442400952,15.193231096134781,0.35,578.9526453475372,0.0031410142693041954
1,697.1594442400952,15.193231096134781,0.36,573.5443505954628,0.003082371987712802
1,697.1594442400952,15.193231096134781,0.37,568.3326659148319,0.0030271194818697884
1,697.1594442400952,15.193231096134781,0.38,563.3054141301959,0.0029756611717457167
1,697.1594442400952,15.193231096134781,0.39,558.4514678410139,0.0029238450068587384
1,697.1594442400952,15.193231096134781,0.4,553.7606344476674,0.0028732608512771207
1,697.1594442400952,15.193231096134781,0.41,549.2235566116414,0.0028290567702891844
1,697.1594442400952,15.193231096134781,0.42,544.8316259091897,0.0027812026338276926
1,697.1594442400952,15.193231096134781,0.43,540.5769058016339,0.0027405759773406453
1,697.1594442400952,15.193231096134781,0.44,536.452066083035,0.0026965840218327276
1,697.1594442400952,15.193231096134781,0.45,532.4503230356651,0.0026568924164286512
1,697.1594442400952,15.193231096134781,0.46,528.5653882692432,0.002620085582624075
1,697.1594442400952,15.193231096134781,0.47,524.7914225819774,0.0025815863885256447
1,697.1594442400952,15.193231096134781,0.48,521.1229948689754,0.002544424704887978
1,697.1594442400952,15.193231096134781,0.49,517.5550460208807,0.002509453475481014
1,697.1594442400952,15.193231096134781,0.5,514.0828564538307,0.002476053986117783
1,697.1594442400952,15.193231096134781,0.51,510.7020170379024,0.0024437082717791284
1,697.1594442400952,15.193231096134781,0.52,507.40840305706996,0.0024122028437020206
1,697.1594442400952,15.193231096134781,0.53,504.19815081206235,0.0023815545339868904
1,697.1594442400952,15.193231096134781,0.54,501.0676365467888,0.002352003972720029
1,697.1594442400952,15.193231096134781,0.55,498.01345743149705,0.0023239653940830803
1,697.1594442400952,15.193231096134781,0.56,495.0324143771942,0.0022975176325621
1,697.1594442400952,15.193231096134781,0.57,492.12149649038736,0.002270752733694758
1,697.1594442400952,15.193231096134781,0.58,489.27786687124166,0.0022428481929554936
1,697.1594442400952,15.193231096134781,0.59,486.4988496950281,0.002217562996531463
1,697.1594442400952,15.193231096134781,0.6,483.78191868015665,0.0021947082365251793
1,697.1594442400952,15.193231096134781,0.61,481.12468643680484,0.0021685548751685184
1,697.1594442400952,15.193231096134781,0.62,478.5248943633966,0.002146307791624565
1,697.1594442400952,15.193231096134781,0.63,475.9804042017693,0.002123128417527247
1,697.1594442400952,15.193231096134781,0.64,473.4891895064942,0.0021009058050226645
1,697.1594442400952,15.193231096134781,0.65,471.0493283133403,0.0020793058324988646
1,697.1594442400952,15.193231096134781,0.66,468.65899619311506,0.0020587246238349195
1,697.1594442400952,15.193231096134781,0.67,466.3164599696849,0.0020369908740554407
1,697.1594442400952,15.193231096134781,0.68,464.0200717130406,0.002018988515443546
1,697.1594442400952,15.193231096134781,0.69,461.7682636789678,0.001997665669412287
1,697.1594442400952,15.193231096134781,0.7,459.5595429157142,0.001978575526104803
1,697.1594442400952,15.193231096134781,0.71,457.3924869766393,0.001961619094228578
1,697.1594442400952,15.193231096134781,0.72,455.26573963313643,0.00194252445759557
1,697.1594442400952,15.193231096134781,0.73,453.17800675545493,0.0019236172951656795
1,697.1594442400952,15.193231096134781,0.74,451.12805277470284,0.001906539097031234
1,697.1594442400952,15.193231096134781,0.75,449.114697310051,0.001890583601895272
1,697.1594442400952,15.193231096134781,0.76,447.1368119783932,0.0018746649434970373
